MONTH,PROJECTS,CHAIN,SYMBOL,AVG_APY,AVG_BASE_APY,AVG_REWARD_APY,AVG_TVL_USD,POOL_COUNT
2025-10-01T00:00:00.000Z,aave-v3,Ethereum,USDS,2.2668075,2.2668075,,30637217.25,4
2025-10-01T00:00:00.000Z,upshift,Ethereum,UPUSDC,9.09,9.09,,29682076.25,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,WMTUSDT,10.75,10.75,,29423317.75,4
2025-10-01T00:00:00.000Z,aave-v3,Avalanche,USDC,4.85227,4.85227,,28902131.5,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,CSUSDL,0.28985,0.86955,0,28840265.25,12
2025-10-01T00:00:00.000Z,autofinance,Base,USDC,14.197523333,9.782,4.415523333,28265848.333333,3
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,SIUSD,0,,,28116901.666667,3
2025-10-01T00:00:00.000Z,euler-v2,Ethereum,RLUSD,9.97187875,2.543085,7.428795,28111671.875,8
2025-10-01T00:00:00.000Z,pendle,BSC,SUSDX,8.12988125,8.123805,0.012155,28042350.25,8
2025-10-01T00:00:00.000Z,kamino-liquidity,Solana,PYUSD-USDC,2.7023775,2.7023775,0,27667606.75,4
2025-10-01T00:00:00.000Z,tokemak,Base,USDC,14.4384,9.563,4.8754,27554311,1
2025-10-01T00:00:00.000Z,venus-core-pool,BSC,USDC,3.519525,3.519525,0,27490828.5,4
2025-10-01T00:00:00.000Z,aegis,Ethereum,YUSD,8.99,,,26927583.25,4
2025-10-01T00:00:00.000Z,indigo,Cardano,IUSD,16.813333333,,16.813333333,26795237.666667,3
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,PYUSD-USDC,13.7673875,0.2275,13.5398875,26751447,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,BBQUSDT,8.570915,8.2334025,0.3375075,26103218.5,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDT-BBQUSDT,0.2925875,,0.2925875,26099285.75,4
2025-10-01T00:00:00.000Z,fluid-lending,Arbitrum,SYRUPUSDC,0,0,0,25628323.25,4
2025-10-01T00:00:00.000Z,stables-labs-usdx,Arbitrum,USDX,8.99187,8.99187,,25590897.5,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,ALUSD,24.505425,23.54163625,1.9275775,25412280.25,8
2025-10-01T00:00:00.000Z,yo-protocol,Base,USDC,11.381155,11.381155,,25267937,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,CSUSDL,8.26720875,8.25680375,0.0208125,25197066.25,8
2025-10-01T00:00:00.000Z,aave-v3,Gnosis,SDAI,0,0,,25104832,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDC-FUSDC,0.3609825,,0.3609825,24922980,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,AUSDC,10.43975,10.43975,0,24922888.75,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,USDC-DUSD,3.625,3.625,0,24793821.75,4
2025-10-01T00:00:00.000Z,aave-v3,Arbitrum,USDC,3.54559875,3.54559875,,24646119.75,8
2025-10-01T00:00:00.000Z,fluid-dex,Ethereum,GHO-SUSDE,1.0231125,1.0231125,,24631541.5,4
2025-10-01T00:00:00.000Z,avantis,Base,USDC,25.9712725,25.9712725,,24346413.125,8
2025-10-01T00:00:00.000Z,merkl,Avalanche,RE7USDC,2.293075,,2.293075,23927626.5,4
2025-10-01T00:00:00.000Z,balancer-v3,Ethereum,AAVEGHO-USDT-USDC,4.60132,3.465925,1.135395,23471211.25,4
2025-10-01T00:00:00.000Z,reserve-protocol,Ethereum,EUSD,0,0,0,23225919.75,4
2025-10-01T00:00:00.000Z,aave-v3,Avalanche,USDT,4.184245,4.184245,,23153445.25,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,LVUSDC,13.6703675,,13.6703675,22716823.5,8
2025-10-01T00:00:00.000Z,merkl,Ethereum,LVUSDC-USDC,17.83904125,,17.83904125,22716639,8
2025-10-01T00:00:00.000Z,kamino-liquidity,Solana,SYRUPUSDC-USDC,0.9859057143,0.9859057143,0,22685771.428571,7
2025-10-01T00:00:00.000Z,fluid-lending,Base,USDC,7.54,3.8625,3.6775,22427098.75,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,MIM-3CRV,12.38442,0.2375,12.14692,22351568.75,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,WSRUSD,0,,,21877684.125,8
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,CUSDO-USDC,4.78,4.78,0,21687597.75,4
2025-10-01T00:00:00.000Z,yearn-finance,Katana,VBUSDT,2.004503333,2.004503333,0,21659655.833333,12
2025-10-01T00:00:00.000Z,thalaswap-v2,Aptos,USDT-USDC,11.293285,2.24288,9.0504075,21628747.75,4
2025-10-01T00:00:00.000Z,curve-dex,Arbitrum,SUSDAI-USDC,2.9125,2.9125,0,21539863.5,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,DOLA-SUSDS,6.280345,1.8975,4.382845,21452001,4
2025-10-01T00:00:00.000Z,etherex-cl,Linea,USDC-MUSD,4.34789,0,4.34789,21427745,4
2025-10-01T00:00:00.000Z,aave-v3,Linea,USDC,5.109085,5.109085,,21177182,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,USR,4.45971125,4.44197125,0.0354775,21044365.5,8
2025-10-01T00:00:00.000Z,pendle,Ethereum,AIDAUSDC,29.659635,29.24559125,0.8280825,20769354.25,8
2025-10-01T00:00:00.000Z,more-markets,Flow,USDF,0.255295,0.255295,0,20525879.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,RUSD,7.97999625,7.96868625,0.0226225,20506394.75,8
2025-10-01T00:00:00.000Z,balancer-v2,Ethereum,SDAI-GYD,0.0012975,0.0012975,0,20311771.5,4
2025-10-01T00:00:00.000Z,fluid-dex,Arbitrum,USDAI-USDC,0.0011125,0.0011125,,20158749.5,4
2025-10-01T00:00:00.000Z,uniswap-v3,Arbitrum,USDT-MIM,0.00004333333333,0.00004333333333,,20016995.333333,3
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,USDC-USDTB,0.4625,0.4625,0,20003459,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,AMBERUSDC,11,11,,19993044,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,AMBERUSDT,11,11,,19989447.5,4
2025-10-01T00:00:00.000Z,uniswap-v3,Ethereum,USDM-USDT,0.13461,0.13461,,19963890,3
2025-10-01T00:00:00.000Z,compound-v3,Ethereum,USDT,5.329635,4.7889725,0.5406675,19611510.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,VBGTUSDT,8.3348175,8.3348175,0,19384116.25,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDT-VBGTUSDT,0.315465,,0.315465,19380896,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,USDC-FXUSD,1.4801825,1.44,0.0401825,18941183.75,4
2025-10-01T00:00:00.000Z,fx-protocol,Ethereum,USDC-FXUSD,9.1025,,,18937976.75,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,USDC-FXUSD,1.32583,1.265,0.06083,18882849.5,4
2025-10-01T00:00:00.000Z,euler-v2,Avalanche,USDT,9.28514,4.2394425,5.045695,18671965.5,4
2025-10-01T00:00:00.000Z,aave-v3,Ethereum,DAI,4.20053,4.20053,,18493976.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,CUSDO,9.3624775,8.91508375,0.8947875,18376996.5,8
2025-10-01T00:00:00.000Z,aave-v3,Linea,USDT,5.402295,5.402295,,18320825.5,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,DOLA-SUSDS,9.3799675,1.8925,7.4874675,18133811.25,4
2025-10-01T00:00:00.000Z,balancer-v3,Base,AAVEUSDC-AAVEGHO,7.7793375,6.7243475,1.054985,18094455.5,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,USDC-USDF,16.1024925,1.7625,14.3399925,18055321,4
2025-10-01T00:00:00.000Z,pancakeswap-amm-v3,Ethereum,USDC-USDT,0.175035,0.175035,,17709607.5,4
2025-10-01T00:00:00.000Z,kamino-liquidity,Solana,USDG-USDC,0.49989,0.49989,0,17705680.333333,3
2025-10-01T00:00:00.000Z,merkl,Polygon,COMPUSDC-USDC,3.4971225,,3.4971225,17470985.5,4
2025-10-01T00:00:00.000Z,latch,Gravity,ATUSD,6.89183,6.89183,,17331789.333333,3
2025-10-01T00:00:00.000Z,merkl,Sonic,USDC-VARIABLEDEBTSONUSDC,2,,2,16980092.25,4
2025-10-01T00:00:00.000Z,yieldfi,Arbitrum,YUSD,9.745,9.745,,16851144.5,4
2025-10-01T00:00:00.000Z,kamino-liquidity,Solana,USDS-USDC,0.3088425,0.3088425,0,16849064.875,8
2025-10-01T00:00:00.000Z,inverse-finance-firm,Ethereum,DOLA-SUSDS,0,0,,16840148.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,WSRUSD,10.85365125,10.83859375,0.0301125,16818804.75,8
2025-10-01T00:00:00.000Z,aave-v2,Ethereum,USDC,1.13107,1.13107,,16749252.25,4
2025-10-01T00:00:00.000Z,multipli.fi,Ethereum,XUSDT,8.11,,,16503651,3
2025-10-01T00:00:00.000Z,merkl,Avalanche,K3USDT,4.9120975,,4.9120975,16355479,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,OHMSUSDS,0.718925,0.718925,0,16288013.5,4
2025-10-01T00:00:00.000Z,echelon-market,Aptos,USDC,9.41386,6.56028,2.8535775,16152728,4
2025-10-01T00:00:00.000Z,fluid-lending,Polygon,USDC,9.175,1.1925,7.9825,16145097.5,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDC-VARIABLEDEBTHORRWAUSDC,3.5,,3.5,16122106.25,4
2025-10-01T00:00:00.000Z,etherex-cl,Linea,USDT-MUSD,8.7711175,0,8.7711175,16075958,4
2025-10-01T00:00:00.000Z,merkl,Arbitrum,USDC-USDC,4.702736667,,4.702736667,15333748,3
2025-10-01T00:00:00.000Z,aave-v3,Ethereum,PYUSD,2.51838,2.51838,,15232988,4
2025-10-01T00:00:00.000Z,raydium-amm,Solana,USD1-USDC,1.155,1.155,0,15226162.75,4
2025-10-01T00:00:00.000Z,upshift,Ethereum,XUPUSDC,13.15,13.15,,15207573.75,4
2025-10-01T00:00:00.000Z,compound-v2,Ethereum,USDT,5.2196575,5.2196575,0,15132439.5,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,AIDAUSDT,30.82188125,30.0461175,1.5515275,14869781.5,8
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDC-OEVUSDC,5.14077,,5.14077,14801656.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,OEVUSDC,9.3949875,4.45477,4.94022,14801593,4
2025-10-01T00:00:00.000Z,fluid-lending,Polygon,USDT0,10.0325,1.1725,8.86,14560609,4
2025-10-01T00:00:00.000Z,upshift,Ethereum,COREUSDC,10,10,,13965928.75,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,HYPERPRIVATEUSDC,15,15,,13888617.5,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,IUSD,10.853585,10.760623333,0.18593,13880614,6
2025-10-01T00:00:00.000Z,credix,Solana,USDC,0.2457825,0.2457825,,13848056,4
2025-10-01T00:00:00.000Z,merkl,Arbitrum,USDC-GTUSDCP,3.30494,,3.30494,13793046.25,4
2025-10-01T00:00:00.000Z,thalaswap-v2,Aptos,SUSDE-USDC,8.9791425,1.77088,7.2082625,13523191.75,4
2025-10-01T00:00:00.000Z,merkl,Base,GTUSDCP-USDC,0.26576,,0.26576,13490917.75,4
2025-10-01T00:00:00.000Z,morpho-blue,Base,GTUSDCP,6.9287775,6.78199,0.146785,13485275,4
2025-10-01T00:00:00.000Z,compound-v2,Ethereum,USDC,1.8722575,1.8722575,0,13406293.75,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,MSUSD-FRAXBP,9.789585,1.5325,8.257085,13332744.25,4
2025-10-01T00:00:00.000Z,silo-v2,Arbitrum,SUSDX,0,0,,12735414.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,STEAKPYUSD,3.10753,3.10753,0,12669531.5,4
2025-10-01T00:00:00.000Z,kamino-lend,Solana,USDG,4.669593333,4.669593333,,12626535.333333,3
2025-10-01T00:00:00.000Z,pendle,Ethereum,YUSD,12.7790175,12.77031125,0.0174125,12619277.25,8
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,STCUSD,0,,,12544218.666667,3
2025-10-01T00:00:00.000Z,fluid-dex,Arbitrum,SYRUPUSDC-USDC,0.1505925,0.1505925,,12374951.5,4
2025-10-01T00:00:00.000Z,resupply,Ethereum,SREUSD,8.72388,8.72388,,12368783.5,4
2025-10-01T00:00:00.000Z,yieldfi,Katana,YUSD,9.735,9.735,,12323074.5,4
2025-10-01T00:00:00.000Z,euler-v2,Linea,USDT,6.10207,6.10207,,12318080.5,4
2025-10-01T00:00:00.000Z,echelon-market,Aptos,SUSDE-USDC.X,0,0,0,12264522.75,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,SDAI-SUSDE,5.235,5.235,0,12255533,4
2025-10-01T00:00:00.000Z,echelon-market,Aptos,USDC-USDT.X,0,0,0,12218043.75,4
2025-10-01T00:00:00.000Z,aave-v3,BSC,USDT,4.737,4.737,,12177760,4
2025-10-01T00:00:00.000Z,lista-lending,BSC,USDT,8.62949625,6.284805625,2.344690625,11957545.875,16
2025-10-01T00:00:00.000Z,fluid-dex,Ethereum,USDE-USDTB,0.5698425,0.5698425,,11952904.75,4
2025-10-01T00:00:00.000Z,etherex-cl,Linea,USDC-ASUSD,7.1869975,0,7.1869975,11877123.75,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,SFRXUSD-FRXUSD,11.500665,3.5,8.000665,11858385.25,4
2025-10-01T00:00:00.000Z,raydium-amm,Solana,DUSD-USDT,8.5675,8.5675,0,11664352.75,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,FRAX-USDC,5.4508725,0.5075,4.9433725,11646377.5,4
2025-10-01T00:00:00.000Z,merkl,Base,EURC,2.5172975,,2.5172975,11599337.5,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,SFRXUSD-FRXUSD,3.72531,3.485,0.24031,11595425.5,2
2025-10-01T00:00:00.000Z,fluid-dex,Ethereum,WSTUSR-USDC,2.5136425,2.5136425,,11439917,4
2025-10-01T00:00:00.000Z,minswap,Cardano,USDM-USDA,0.87,0.07333333333,0.7966666667,11428768,3
2025-10-01T00:00:00.000Z,uniswap-v3,Ethereum,USDA-AGEUR,0,0,,11380926,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,SGFEURCV-EURCV,7.237275,,7.237275,11247670.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,SGFEURCV,8.8599375,4.1760575,4.6838775,11240740,4
2025-10-01T00:00:00.000Z,kamino-liquidity,Solana,CASH-USDC,0,0,0,11233966,1
2025-10-01T00:00:00.000Z,fluid-lending,Ethereum,SUSDE,0,0,0,11133657,12
2025-10-01T00:00:00.000Z,gains-network,Arbitrum,USDC,5.1120325,5.1120325,,10980078,4
2025-10-01T00:00:00.000Z,balancer-v3,Arbitrum,AAVEGHO-USDT-USDC,7.7821625,6.907275,0.874885,10866695.5,4
2025-10-01T00:00:00.000Z,yieldfi,Plume Mainnet,YUSD,9.7625,9.7625,,10816908.75,4
2025-10-01T00:00:00.000Z,tokemak,Ethereum,USDC,9.118935,7.91402,1.204915,10704811,2
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,ADAI-AUSDC-AUSDT,0.965,0.965,0,10702049,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDC-CSUSDC,0.3958225,,0.3958225,10676201.75,4
2025-10-01T00:00:00.000Z,autofinance,Ethereum,USDC,8.881971667,7.889685,0.9922866667,10652586.5,6
2025-10-01T00:00:00.000Z,yearn-finance,Ethereum,DOLA-SUSDE,9.328215,9.328215,0,10615148.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,STCUSD,15.12357,14.50676,1.233626667,10602032.333333,6
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,HYPERWILDCATFASTUSDC,15,15,,10592782.5,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,USDC-RLUSD,12.1125125,1.4675,10.6450125,10562368,4
2025-10-01T00:00:00.000Z,benqi-lending,Avalanche,USDC,8.32921,8.32921,0,10493350,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,CRONOSUSDC-USDC,0.3510925,,0.3510925,10424419.75,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,CRONOSUSDC,6.1614125,5.796915,0.364495,10424390.25,4
2025-10-01T00:00:00.000Z,yieldfi,Ethereum,VYUSD,12.475,12.475,,10291911.75,4
2025-10-01T00:00:00.000Z,kai-finance,Sui,USDC,13.293285,,,10291021,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,SBMORPHOUSDC-USDC,0.3514825,,0.3514825,10242789.5,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,SBMORPHOUSDC,5.661945,5.57626,0.0856825,10242753.75,4
2025-10-01T00:00:00.000Z,morpho-blue,Base,MWEURC,5.06678,1.3981825,3.668595,10191637.5,4
2025-10-01T00:00:00.000Z,merkl,Base,MWEURC-EURC,3.857015,,3.857015,10190103,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,GTUSDT,8.3418225,8.0043125,0.3375075,10123197.75,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,GTUSDT-USDT,0.3008,,0.3008,10121638.5,4
2025-10-01T00:00:00.000Z,aave-v2,Ethereum,USDT,0.71412,0.71412,,10097830.25,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,SPARKUSDCBC-USDC,0.3515225,,0.3515225,10025684.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,SPARKUSDCBC,5.41653,5.1030675,0.3134675,10025656,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,HYPERWILDCATUSDE,11.5,11.5,,10006227.25,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,WILDCANAUSDT,12,12,,10002460.25,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,ELKUSDC,13.14,13.14,,9997034,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,ELKUSDT,13.14,13.14,,9989896.75,4
2025-10-01T00:00:00.000Z,nostra-pools,Starknet,UNO-USDC,0,0,0,9981574.666667,3
2025-10-01T00:00:00.000Z,autofinance,Arbitrum,USDC,14.125203333,12.58357,1.541633333,9953880.333333,3
2025-10-01T00:00:00.000Z,euler-v2,Arbitrum,USDC,4.647786875,3.400634375,4.98861,9937060.6875,16
2025-10-01T00:00:00.000Z,aerodrome-v1,Base,MSUSD-USDC,11.2916225,,11.2916225,9927026,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,AUROSUSDT,15,15,,9914842,4
2025-10-01T00:00:00.000Z,kamino-lend,Solana,USDS,3.336115,3.336115,,9912571.5,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,USDL-USDC,2.11,2.11,0,9909510,4
2025-10-01T00:00:00.000Z,justlend,Tron,USD1,0.4542,0.4542,0,9883522.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,SYUSD,11.84420625,11.75471875,0.178975,9881184,8
2025-10-01T00:00:00.000Z,peapods-finance,Ethereum,USDC,41.181764444,41.181764444,,9861854.333333,18
2025-10-01T00:00:00.000Z,cetus-amm,Sui,USDC-SUIUSDT,14.15002,0.133575,14.016445,9768477.75,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,HYPERWILDCATUSDT,16,16,,9758642.5,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,GTDAICORE,3.5423875,3.5423875,0,9652365.25,4
2025-10-01T00:00:00.000Z,kamino-lend,Solana,LANTERNSOL,0,0,,9588285.333333,3
2025-10-01T00:00:00.000Z,silo-v2,Arbitrum,XUSD,0.00099,0.00099,,9536009,4
2025-10-01T00:00:00.000Z,origin-dollar,Ethereum,OUSD,4.001803333,,,9524826,3
2025-10-01T00:00:00.000Z,tokemak,Arbitrum,USDC,14.85291,11.51406,3.33885,9505421,1
2025-10-01T00:00:00.000Z,merkl,Arbitrum,USDC-BBQUSDC,6.86817,,6.86817,9452508,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,WSTUSR,8.7256,8.489693,0.471814,9372004.6,10
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,YUSD-SYRUPUSDC,8.4025,8.4025,0,9294847,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,USDF,10.90583375,9.3310375,3.14959,9265984,8
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,PENUSDT,2.5961575,2.50961,0.086545,9250136.5,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,PENUSDT-USDT,0.3013475,,0.3013475,9248708.25,4
2025-10-01T00:00:00.000Z,aave-v2,Ethereum,DAI,0.8725175,0.8725175,,9092907.75,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,9SUSDC11CORE-USDC,0.35231,,0.35231,9063347.5,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,9SUSDC11CORE,8.4438375,8.4438375,0,9063337.75,4
2025-10-01T00:00:00.000Z,fluid-lending,Arbitrum,GHO,11.7075,4.4025,7.305,8975002.25,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,EUSD-USDC,5.26668,0.0975,5.16918,8963111.5,4
2025-10-01T00:00:00.000Z,euler-v2,Ethereum,EUSDE,4.60394,4.60394,,8875063.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,UPUSDC,0,,,8868201.5,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,AVGUSDCCORE-USDC,0.35153,,0.35153,8818739.75,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,AVGUSDCCORE,6.75808,6.75808,0,8818716.25,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,USD0-USDC,0.54,0.54,0,8739504,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,ALUSD-FRAXBP,7.233105,0.215,7.018105,8737533,4
2025-10-01T00:00:00.000Z,yieldfi,Avalanche,YUSD,9.745,9.745,,8691598.25,4
2025-10-01T00:00:00.000Z,unitas,Solana,SUSDU,21.5801375,21.5801375,,8674769.75,4
2025-10-01T00:00:00.000Z,navi-lending,Sui,USDC,9.4179025,9.4179025,0,8627243.25,4
2025-10-01T00:00:00.000Z,euler-v2,Linea,USDC,6.1891375,6.1891375,,8620371.5,4
2025-10-01T00:00:00.000Z,aerodrome-slipstream,Base,USDC-USD+,0.089005,0.037915,0.05109,8605740,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,SUSDE-SUSDS,6.4025,6.4025,0,8601895,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,ALUSD-FRAXBP,8.31176,0.1975,8.11426,8564430.5,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,SUSD-SUSDE,10.208585,1.03,9.178585,8544663.25,4
2025-10-01T00:00:00.000Z,kai-finance,Sui,USDT,18.10566,,,8458819.25,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,FRXUSD-SUSDS,7.7332975,2.5575,5.1757975,8418081.5,4
2025-10-01T00:00:00.000Z,camelot-v3,Arbitrum,SUSDX-USDX,0,0,,8393431,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,FRXUSD-SUSDS,9.7195875,2.555,7.1645875,8382594.5,4
2025-10-01T00:00:00.000Z,wasabi,Base,USDC,13.7481775,13.7481775,0,8320220,4
2025-10-01T00:00:00.000Z,silo-v2,Avalanche,YUSD,0,0,,8277483.5,4
2025-10-01T00:00:00.000Z,stake-dao,Ethereum,USDC-USDF,16.60262,3.6125,12.99012,8082979.75,4
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,MSUSD-FRAXBP,15.8831,1.265,14.6181,8058925.25,4
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,DEUSD-USDC,8.11087,0.0825,8.02837,8007793.25,4
2025-10-01T00:00:00.000Z,save,Solana,DAI,0,0,0,7984370,4
2025-10-01T00:00:00.000Z,aegis,BSC,YUSD,8.99,,,7955324.25,4
2025-10-01T00:00:00.000Z,yearn-finance,Ethereum,USDC,6.369587143,6.337169286,0.0324175,7952925.357143,28
2025-10-01T00:00:00.000Z,aave-v3,BSC,USDC,3.5114525,3.5114525,,7931026.25,4
2025-10-01T00:00:00.000Z,beefy,Ethereum,MIM-DAI-USDC-USDT,12.268156667,,,7896773.333333,3
2025-10-01T00:00:00.000Z,compound-v3,Ethereum,DEUSD,0,,,7880674.625,8
2025-10-01T00:00:00.000Z,pinto,Base,PINTO,0,,0,7838983,3
2025-10-01T00:00:00.000Z,silo-v2,Avalanche,SAVUSD,0,0,,7812696.3125,16
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,GTEUSDC,2.8480275,2.8480275,0,7802209.25,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,EUSD-GTEUSDC,9.095685,,9.095685,7800392.75,4
2025-10-01T00:00:00.000Z,yearn-finance,Ethereum,DAI,4.202999375,3.98609375,0.216905,7672027.6875,16
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,CSUSDC,5.139881667,7.69664375,0.01317875,7645136.25,12
2025-10-01T00:00:00.000Z,convex-finance,Ethereum,EUSD-USDC,8.44845,0.105,8.34345,7642928.25,4
2025-10-01T00:00:00.000Z,yearn-finance,Ethereum,DOLA-USR,7.709345,7.709345,0,7636490.5,4
2025-10-01T00:00:00.000Z,merkl,Arbitrum,USDC-LVUSDC,8.22018,,8.22018,7518335.25,4
2025-10-01T00:00:00.000Z,raydium-amm,Solana,USDC-USDT,3.14111375,2.82375,0.31736375,7509153.125,8
2025-10-01T00:00:00.000Z,uniswap-v3,Ethereum,USDC-USDT,3.910095833,3.910095833,,7480735.416667,12
2025-10-01T00:00:00.000Z,beefy,Ethereum,USDS,10.55690875,,,7478153.125,8
2025-10-01T00:00:00.000Z,curve-dex,Ethereum,RUSDY-USDC,2.59,2.59,0,7472170.75,4
2025-10-01T00:00:00.000Z,midas-rwa,Ethereum,MSYRUPUSD,5.023333333,5.023333333,,7437840.666667,3
2025-10-01T00:00:00.000Z,merkl,Ethereum,DUSDCV3-USDC,1.1931425,,1.1931425,7416295.25,4
2025-10-01T00:00:00.000Z,yearn-finance,Ethereum,USDS,10.4214625,8.162302917,2.25915875,7362457.958333,24
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,GTEURCC,5.0775175,5.0775175,0,7362402,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,EURCV,4.429535,,4.429535,7315694.833333,6
2025-10-01T00:00:00.000Z,aave-v3,Polygon,USDT0,5.3096625,5.3096625,,7231690.25,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,SDEUSD,8.5812875,8.56715875,0.028255,7228018.5,8
2025-10-01T00:00:00.000Z,fluid-lending,Arbitrum,WSTUSR,0,0,0,7216677,4
2025-10-01T00:00:00.000Z,beefy,Ethereum,USDF-USDC,16.966635,,,7144484.75,4
2025-10-01T00:00:00.000Z,aave-v3,Base,EURC,4.6835975,4.6835975,,7116336.25,4
2025-10-01T00:00:00.000Z,morpho-blue,Base,YOUSD,0,,,7038016.333333,3
2025-10-01T00:00:00.000Z,ferro,Cronos,USDC-USDT,0.02895,0.02895,0,7000824.75,4
2025-10-01T00:00:00.000Z,merkl,Avalanche,RE7AUSD,4.87235,,4.87235,6996269.75,4
